0,Trip ID,Taxi ID,Trip Start Timestamp,Trip End Timestamp,Trip Seconds,Trip Miles,Pickup Census Tract,Dropoff Census Tract,Pickup Community Area,Dropoff Community Area,Fare,Tips,Tolls,Extras,Trip Total,Payment Type,Company,Pickup Centroid Latitude,Pickup Centroid Longitude,Pickup Centroid Location,Dropoff Centroid Latitude,Dropoff Centroid Longitude,Dropoff Centroid  Location,Community Areas,00000000000000000000000000000000000000000
51,f1c46220ed635fea0a60015444c1379d311ce645,058318a7e4237f8fef0932ea136ed0f325dd0106e780707e2114619186fa6158d135934fc6d1d0d29cd8852b821848391c11f45bf9b327f656f11871af258162,4/16/15 22:30,4/16/15 22:45,360,1.5,,,22,24,$6.25 ,$0.00 ,$0.00 ,$0.00 ,$6.25 ,Cash,Taxi Affiliation Services,41.92276062,-87.69915534,POINT (-87.699155 41.922761),41.90120699,-87.67635599,POINT (-87.676356 41.901207),23,000000000000000000000000000000000000000000
52,94bdacc327ea40b1701430be90be9f85d3875d9f,bbf91e67201de7487dbeb23021a9a741e36d8d65175def3249a32791c5fbd75edb5462654390509a1b1e6b94060baab0aeb605fcb10090f570de0b32aa90ba97,5/7/16 17:45,5/7/16 18:00,840,0.1,17031071500,17031062100,7,6,$10.25 ,$0.00 ,$0.00 ,$1.00 ,$11.25 ,Cash,Taxi Affiliation Services,41.91461629,-87.63171737,POINT (-87.631717 41.914616),41.94269184,-87.65177051,POINT (-87.651771 41.942692),68,0000000000000000000000
53,61960e504ce500b5dacc6ce8d3be723ea478ca1e,2dcd35f7436841b0e5389ad00dbe5d9864cb82afb51818d96bbc48a9b7100ff6dafc50b4a7406a2053a78cff544b6a1b190350bf1dd679f9ac0a980e2f0a3d1e,2/14/17 19:30,2/14/17 19:45,1080,0.1,,,32,24,$11.75 ,$2.35 ,$0.00 ,$0.00 ,$14.10 ,Credit Card,Blue Ribbon Taxi Association Inc.,41.87886558,-87.62519214,POINT (-87.625192 41.878866),41.90120699,-87.67635599,POINT (-87.676356 41.901207),38,000000000000000000000000
54,de34cdac51937bf24fe2f2afb2cd0375c474fa66,3be6539c6e8a5c91f933c43f9460b89b2becee28637cd6cc392e5b152809beb822e4897af71c82ed37d21c02411153e20889265756e76878831467d20df375ec,1/10/17 19:15,1/10/17 19:15,240,0.7,,,,,$5.50 ,$2.00 ,$0.00 ,$0.00 ,$8.00 ,Credit Card,,,,,,,,,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
55,91d13ffc81c705d62a02d56ff750fdb88bb0fc29,4f479c7aa36f452360af163114013deee73f3612166a3f3ceae65da5e8723e5bc0d592668170431c0c799d0d22ae7359e0975fd0179da2f3b882234dd901ad6b,10/4/13 11:15,10/4/13 11:15,,0,,,,,$31.65 ,$7.91 ,$0.00 ,$0.00 ,$39.56 ,Credit Card,Chicago Elite Cab Corp. (Chicago Carriag,,,,,,,,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
56,bba17b27a43f7a92b97f2c0cf0ee4224d7e595a8,51d13e9ec1a04be36d87a3746e0e4f8c68ca5ed59e6f7af9b137af2d622f0d6bb6a4d3534788bd879e6841ba52d9b8efd7d1771a6a416cd441d1640987b63ec3,1/27/13 13:30,1/27/13 13:30,420,1.1,,,,,$6.25 ,$0.00 ,$0.00 ,$1.00 ,$7.25 ,Cash,,,,,,,,,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
57,d8ccc9e16f906f667ca9d7e641c214926a6f95e4,71ebe150c7d317935a0843c988eea605df50b3ba7cb6bf248d5262ab3dab2e5eb61aa5f7cca51cdc6bd9d9d4cbd530d3949bd1d757991fb5d5165997e4eb778f,1/11/15 0:15,1/11/15 0:30,960,4,17031832000,17031241400,6,24,$12.25 ,$1.00 ,$0.00 ,$1.00 ,$14.25 ,Credit Card,,41.94629454,-87.65429808,POINT (-87.654298 41.946295),41.90602597,-87.67531162,POINT (-87.675312 41.906026),57,00000000000000000000000000000000000000000
58,a168ffc564cc1f6c34b013954b2bb3fdd5d6cbc8,82f142b1548638d2dab19e4fe73d9f59172c1d9df1845d7e17146a769bd6775e8c4f8830f33bfc55608392bf127dfce9723dd6dee3e6456637f3bb6bce17bd63,8/10/14 0:15,8/10/14 0:30,480,0,17031243400,17031081600,24,8,$7.05 ,$0.00 ,$0.00 ,$0.00 ,$7.05 ,Cash,Blue Ribbon Taxi Association Inc.,41.89253687,-87.65986432,POINT (-87.659864 41.892537),41.89207264,-87.62887416,POINT (-87.628874 41.892073),25,00000000000000000
59,9d4c32a4254d8f01b04e68c8e4eabbb8ddd70ac4,9e7deaa8f54586d39eba139f48d7c2253630e3ea28f0e2dd8c4c6196582f5f2186229d86d82422e90e672ad90461d4645b5f60213fdb65f060799d01ce0599f8,12/17/13 20:45,12/17/13 20:45,240,0.8,17031081600,17031081800,8,8,$5.25 ,$0.00 ,$0.00 ,$0.00 ,$5.25 ,Cash,,41.89207264,-87.62887416,POINT (-87.628874 41.892073),41.89321636,-87.63784421,POINT (-87.637844 41.893216),37,000000000000000000000000000000000000000000000
60,29924187a7f9f876999eae3f8f95673d97097e31,68c0b0fe56f003592510e294a16c54e16f88bbbccb3ad0c04289e010a4e6c9949d92e005d985b97d7a569856e21b1a8dd0888baed4c9d0c75069ca8e544a401a,1/25/13 22:15,1/25/13 22:45,1680,1.1,17031980000,17031081202,76,8,$37.05 ,$0.00 ,$0.00 ,$3.00 ,$40.05 ,Cash,Blue Ribbon Taxi Association Inc.,41.97907082,-87.90303966,POINT (-87.90304 41.979071),41.90278805,-87.62614559,POINT (-87.626146 41.902788),75,00000000000
61,806b8ce8c777d14774af233133666c2e8c2b27f0,fe887a3007c0d8a3c0742efd766f5e589a312a921163262ebb685c9ba5a60f485465c6bac635a6c5245aeb228a0f01e2a3a33b4373b852a36f5b1055b4c2e597,12/11/14 16:30,12/11/14 16:45,360,0.9,17031081800,17031081401,8,8,$5.65 ,$2.00 ,$0.00 ,$0.00 ,$7.65 ,Credit Card,Dispatch Taxi Affiliation,41.89321636,-87.63784421,POINT (-87.637844 41.893216),41.89503345,-87.61971067,POINT (-87.619711 41.895033),37,0000000000000
62,faaac8ed7b83cc52d3bbe00d4b371d06f8d7b1a6,c8c047473281ccfd338863054b74f270d453e46da17a0b36b286b8bcac6fa19aa3f9d10058423be892da138eacccca690c7a90a1b7d27216d2a50a4d71be8eeb,9/25/15 10:45,9/25/15 11:00,480,1.2,17031320400,17031841900,32,28,$6.45 ,$0.00 ,$0.00 ,$0.00 ,$6.45 ,Cash,Northwest Management LLC,41.87740612,-87.62197165,POINT (-87.621972 41.877406),41.86790242,-87.64295867,POINT (-87.642959 41.867902),38,000000000000000000000
63,2b18464466376caba5e46122e437334b490f18ae,4f78222d267c08ee7267810e5f3f2241dc61bf1396d036c6189ff55bcaae7cdfa05b4acffb30de62a7062274c8eb0d56ae93a1abf01e9d19abcbb7ede28380f1,11/26/14 21:30,11/26/14 21:30,240,0.8,,,6,6,$4.84 ,$0.00 ,$0.00 ,$1.00 ,$5.84 ,Cash,,41.9442266,-87.65599818,POINT (-87.655998 41.944227),41.9442266,-87.65599818,POINT (-87.655998 41.944227),57,000000000000000000000000000000000000000000000000000000000000000000000
64,1ebad636a15ae4d10e608126e65ca92d4e7e7129,5f7ed3b85e559a6b0825eb09f1ea0409cdb2b59d28790559721e228fb89aadbbae79a6bd16b6f4a1c8ad5a3850b0349694649787a69a152523c55a13b60065ca,4/1/13 14:45,4/1/13 14:45,300,0.9,17031839100,17031320100,32,32,$5.45 ,$0.00 ,$0.00 ,$0.00 ,$5.45 ,Cash,,41.88099447,-87.63274649,POINT (-87.632746 41.880994),41.88498719,-87.62099291,POINT (-87.620993 41.884987),38,00000000000000000000000000000000000000000000000
65,bbf45838ae265c61e2f0e92bfb97e045abe0cdeb,fc68d8f57ebef02a03efc9ed6c5ebd4488403fa6458091b2b8b02861363e1bb00c38faefdd0efed6578ecb869eea8e2ee3666bd5a7b88074368f98d9debca6e5,10/18/16 8:45,10/18/16 8:45,360,1.4,17031320400,17031280100,32,28,$6.50 ,$4.00 ,$0.00 ,$0.00 ,$10.50 ,Credit Card,Choice Taxi Association,41.87740612,-87.62197165,POINT (-87.621972 41.877406),41.88530002,-87.64280847,POINT (-87.642808 41.8853),38,0000000000000000
66,217579ab40ca2be91c6b8b49d900d3b8317a940a,5404fd7a2f148189ff88e253c6abd00fef0b9287746871d15ee3060ed636698069100c7ced81ad12b54b3d8bd2dc36353f4a6833bec8fc97a409bbcb128e195c,6/5/13 14:30,6/5/13 14:30,240,0.6,17031081300,17031081401,8,8,$4.84 ,$0.00 ,$0.00 ,$1.00 ,$5.84 ,Cash,,41.89833179,-87.62076287,POINT (-87.620763 41.898332),41.89503345,-87.61971067,POINT (-87.619711 41.895033),37,0000000000000000000000000000000000000000000000000
67,26a7df308e5e4f5c891ecf6d0f2e4d614135b235,b1b569038610549b618e4fe62e3379b25606f7a3fc6f302f55b0208bb1dc3ccd9dd8a9c6b7b525eabc9d978a9b49f88ca3e1de8176d941642ad8224fe0dad393,8/15/15 23:45,8/16/15 0:00,720,1.6,17031080300,17031081700,8,8,$8.05 ,$0.00 ,$0.00 ,$2.00 ,$10.05 ,Cash,,41.90749193,-87.63576009,POINT (-87.63576 41.907492),41.89204214,-87.63186395,POINT (-87.631864 41.892042),37,000000000000000000000000000000000000000000000000
68,b257c7a266c06faf9205a04f37583874e60ccf12,33e2db514296f0e960cd170f7c4a122b0fa459de63f97d6ef447a9fde4caa5481c0e3dac843907fe5d47e08ea30e536be0d0942cbaa3a212aaa55aef636f7075,9/17/13 23:00,9/17/13 23:00,180,0,17031320100,17031081700,32,8,$4.65 ,$2.00 ,$0.00 ,$1.00 ,$7.65 ,Credit Card,Northwest Management LLC,41.88498719,-87.62099291,POINT (-87.620993 41.884987),41.89204214,-87.63186395,POINT (-87.631864 41.892042),38,00000000000000000
69,6c8c276620db6f6749aca79b2188412812b31ce7,74f7c4780ef78cd436619dfb4369325a67eb40bfe5411bccf1d0ee6fdc5d63785d9765cc6b2249a3b45626cfe2c53ea3cd5e69af531207287ad9653e7f4f19ed,6/28/14 3:00,6/28/14 3:00,0,0,,,,,$7.85 ,$0.00 ,$0.00 ,$0.00 ,$7.85 ,Credit Card,Chicago Elite Cab Corp. (Chicago Carriag,,,,,,,,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
70,5e13b76c36d9760a4f825b048715484e50adcb2a,109abe8a46228594d0f3d857a4d92992b3cb10f6391ca4fb38fedaad68fb67ba58c2c632d52f9a4992d56d45bf96e5fca3e276ef939ada55e4e15e0a4b9a6bca,11/18/14 10:45,11/18/14 10:45,300,0.9,17031081401,17031320100,8,32,$5.45 ,$3.00 ,$0.00 ,$0.00 ,$8.45 ,Credit Card,Dispatch Taxi Affiliation,41.89503345,-87.61971067,POINT (-87.619711 41.895033),41.88498719,-87.62099291,POINT (-87.620993 41.884987),37,000000000000
71,a10f1198f1c1ec6e86428245297e633a0b38177a,cd31866c46758a094490304eb9ae891eedfa12ead124953a33f69ac43c023174552d530ce5930ac1b7ecf842f60b25952d0e38aa4925777fd7421248f55b3367,12/2/16 19:00,12/2/16 19:15,720,0,17031280100,17031081500,28,8,$8.00 ,$0.00 ,$0.00 ,$1.00 ,$9.00 ,Cash,Blue Ribbon Taxi Association Inc.,41.88530002,-87.64280847,POINT (-87.642808 41.8853),41.89250778,-87.62621491,POINT (-87.626215 41.892508),29,00000000000000000
72,9512cb5304a41bd2c626ce18732466fcd1578063,979f3ec5896e22ccc751b2ac8e51b640b39dcef203345ad1ac065d4e0d6a621c9124230347b10a040d2bced69e544b6703d7f03143bd33c257f23307f93c34ca,6/12/15 16:00,6/12/15 16:15,1380,0,17031320400,17031063200,32,6,$16.05 ,$4.25 ,$0.00 ,$1.00 ,$21.30 ,Credit Card,2241 - 44667 Manuel Alonso,41.87740612,-87.62197165,POINT (-87.621972 41.877406),41.93839126,-87.63857492,POINT (-87.638575 41.938391),38,000000000000
73,bf6f96a882b0d77207c5123640d033529ede4884,0cae7ec64456b1830bd58df1991f046410f5506cf28b3aa16b6d5c4940b44ff0ca069324233093161b43d212c2c5eac61536cfa6e3284117bb62ee4105e945b1,7/25/16 18:00,7/25/16 18:00,240,0,17031839100,17031280100,32,28,$5.25 ,$2.00 ,$0.00 ,$0.00 ,$7.25 ,Credit Card,Taxi Affiliation Services,41.88099447,-87.63274649,POINT (-87.632746 41.880994),41.88530002,-87.64280847,POINT (-87.642808 41.8853),38,00000000000000000
74,ca27f657ae56bac887675c6d51a483a113bf09db,07d391a0f6d5ad5841713f1883b3d5dc4aed7815de5fd04439cde93f58c60a084de4980446b5e3a3cdc570ad539d948e5e6ee2f401abe3957207e60ebf803f9b,10/12/13 19:15,10/12/13 19:15,,0,,,,,$13.05 ,$2.00 ,$0.00 ,$0.00 ,$15.05 ,Credit Card,Chicago Elite Cab Corp. (Chicago Carriag,,,,,,,,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
75,c02d32b545b14618eb3537b3a6535f915501c531,f538e6b729d1aaad4230e9dcd9dc2fd9a168826ddadbd67c2f79331875dc586863d73aa3169fb266dc5e5ed6cdc8687537de8071a51556146f5251d4d8e8237f,2/17/13 16:00,2/17/13 16:15,420,1,17031081201,17031320100,8,32,$6.25 ,$0.00 ,$0.00 ,$1.00 ,$7.25 ,Cash,,41.89915561,-87.62621053,POINT (-87.626211 41.899156),41.88498719,-87.62099291,POINT (-87.620993 41.884987),37,000000000000000000000000000000000000000000000000
76,6798467d8b439d8fc13ffa1639ca705a085a8a63,018adeb3e0e0f1b8c78f37c4b99735005ea7acfe800ab82b00817f4411b6ca9f6dffee907b694af870546e5e5027c6a5340769f84e94ff7cb016c98368560dfd,5/12/13 5:15,5/12/13 5:15,240,1,,,24,8,$5.45 ,$0.00 ,$0.00 ,$1.00 ,$6.45 ,Cash,Dispatch Taxi Affiliation,41.90120699,-87.67635599,POINT (-87.676356 41.901207),41.89960211,-87.63330804,POINT (-87.633308 41.899602),25,00000000000000000000000000000000000000000000000
77,ce31ab5bc8044f72fa115ac307bf397a6977ffa5,4e994e8f190a4a382dcd2a52771f7299b40639bd72325ec6b4ee97ee55e066efd7ec7060e448c95bb2c929175d180b0daaefcfcf377dc09b352325de3c7b0096,11/30/14 18:30,11/30/14 18:30,0,0,,,,,$15.05 ,$3.01 ,$0.00 ,$0.00 ,$18.06 ,Credit Card,Chicago Elite Cab Corp. (Chicago Carriag,,,,,,,,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
78,8b8d4ac130d42fbfb77d2865f983cba95f1f323f,48c6cef6da6b6d321cc3f3781fbc4ac07a156f25c66f53dca399045aa08ff4dee5721ef8c27cf991d305a4fb00f5f969142764cf39c1219244fb053692c31147,4/23/16 14:45,4/23/16 14:45,300,0.8,17031081700,17031081800,8,8,$5.50 ,$0.00 ,$0.00 ,$1.00 ,$6.50 ,Cash,Dispatch Taxi Affiliation,41.89204214,-87.63186395,POINT (-87.631864 41.892042),41.89321636,-87.63784421,POINT (-87.637844 41.893216),37,0000000000000000000000
79,2ba8d480300609eb4ad976260f7264a9de984325,694178ac0e9d49d771533714167b350fda81343996252d5e857a2354d56193e47af0b4dd165c910a553e6b130de684e3bb4917dc5359fc7566d7d3abcb56cbb9,12/1/15 10:45,12/1/15 11:15,1620,0.6,,,77,28,$24.85 ,$0.00 ,$0.00 ,$0.00 ,$24.85 ,Cash,Blue Ribbon Taxi Association Inc.,41.9867118,-87.66341641,POINT (-87.663416 41.986712),41.87400538,-87.66351755,POINT (-87.663518 41.874005),76,00000000000000000000000000000000
80,fe2fd09e1fecafac9bb19c0057c1b01003b9eb62,db757f6c1157d9f81e266396132cd641837c189b803c52df09f005d4aaa36fa8f3c786b71c307bad992636122a7c61873571d96ff24468fd19e4f40d00a3da15,12/8/13 3:45,12/8/13 4:00,720,0.1,17031081700,17031070400,8,7,$10.45 ,$2.25 ,$0.00 ,$1.00 ,$13.70 ,Credit Card,Choice Taxi Association,41.89204214,-87.63186395,POINT (-87.631864 41.892042),41.92896727,-87.65615683,POINT (-87.656157 41.928967),37,00000000000000000
81,1a9d4ff539a4310074fd203dcf134ecb01c8b7fc,ecac7e5cafa5aed2b37a75e9888b0eb2a38a9ab5100c94a4170a9b9858e9cc98916c3185df7591310d5ee7387dc41d0eeee5064d40a419d3164e2718f72fe2fb,1/10/15 18:00,1/10/15 18:00,0,0,,,,,$9.25 ,$1.50 ,$0.00 ,$0.00 ,$10.75 ,Credit Card,Chicago Elite Cab Corp. (Chicago Carriag,,,,,,,,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
82,79191b3133d2104412822375a3d67d85ce99e9f8,dc5e22b006b5657d957e2581d452ba4722782780acb52cd3ed2112b032d7a391b78b7c0bb24acb5d2ce3f3863410fc2b1daf8aea9755a7525535747230d8cce2,2/19/15 12:15,2/19/15 12:30,600,2,17031081201,17031320400,8,32,$8.45 ,$0.00 ,$0.00 ,$0.00 ,$8.45 ,Cash,Dispatch Taxi Affiliation,41.89915561,-87.62621053,POINT (-87.626211 41.899156),41.87740612,-87.62197165,POINT (-87.621972 41.877406),37,00000000000000000000000
83,e67cb8cd502b4d64c928de6f910e6886ba012c79,258016f929bb4d6745c594620dc6dbd5bf709bb95bca64f99392fc09253540d802c8fa64f3b18856d749f3f9ee2262cd03a5d349980097f14f2afa89ab66b4fa,11/19/15 8:30,11/19/15 8:30,0,0,,,,,$35.00 ,$0.00 ,$0.00 ,$0.00 ,$35.00 ,Credit Card,Suburban Dispatch LLC,,,,,,,,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
84,41fad082e984fd6e6e1ed14496c54531ef7c3408,5fb0b94c485caaf2ac92be73eb9f831c752a076d248907f866be47b6ade6f9eb884eaf736e4815a3a2c3257550da0c8c643e7deea655dc02c331de2454d9baae,5/27/15 20:15,5/27/15 21:00,2760,17.3,17031980000,17031081800,76,8,$36.05 ,$9.50 ,$0.00 ,$2.00 ,$47.55 ,Credit Card,Taxi Affiliation Services,41.97907082,-87.90303966,POINT (-87.90304 41.979071),41.89321636,-87.63784421,POINT (-87.637844 41.893216),75,00000000000
85,587a79d81d22699ba937e867576bf75663a89a1f,0b3896db5bcadf81707cece00c34efb7666eba65a5d5d3da05e13db4e0397476f0a04c445ceddf52183a2b50dd76e673053c21181063989a1035b18208a84ab8,12/22/13 3:45,12/22/13 4:00,1380,0.1,,,33,28,$13.45 ,$0.00 ,$0.00 ,$0.00 ,$13.45 ,Cash,Taxi Affiliation Services,41.85718386,-87.62033462,POINT (-87.620335 41.857184),41.87400538,-87.66351755,POINT (-87.663518 41.874005),34,000000000000000000000000000000000000000
86,8d61e10fc8a9b59b776f5dbd26513e3d63aed629,4df6b6047a892dbaa59a3950e23072959d80fb44bf918ba9359e4283235a5909e5292e5e9a41ecdcdfdcacf7a17db67db50a61054c14aa0c4fa4ccaf7fbc8b9a,11/12/13 8:30,11/12/13 8:45,660,0.14,17031080202,17031081401,8,8,$7.45 ,$0.00 ,$0.00 ,$0.00 ,$7.45 ,Cash,,41.90585777,-87.63086503,POINT (-87.630865 41.905858),41.89503345,-87.61971067,POINT (-87.619711 41.895033),37,0000000000000000000000000000000000000000000000
87,5551da6e4879637311adebe2b10a8d17b8258ea7,034fdec38d28e27b9d3a6079d47d72bd24a393f1198bfb8f332ba9f86d07d0cdbb4624fe8e14007322feb2ce4288b2b074a4a6d7f3fcc3581e58276596fb2e0a,3/4/13 13:00,3/4/13 13:00,0,0,,,,,$31.85 ,$0.00 ,$0.00 ,$0.00 ,$31.85 ,Credit Card,Taxi Affiliation Services,,,,,,,,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
88,76fcf147fb4f018425923ad46e8a0f9f1a8e823e,774c16d2c0c72290e3a9071249c0aabbc14ac4400b200873cacd798a6110bb5babc92b24b84dd27f33de4a30e6af8f554123a2834ac10c5a3fc056cd93d84259,4/1/13 22:15,4/1/13 22:30,180,0.6,17031081500,17031320100,8,32,$4.65 ,$0.00 ,$0.00 ,$1.00 ,$5.65 ,Cash,,41.89250778,-87.62621491,POINT (-87.626215 41.892508),41.88498719,-87.62099291,POINT (-87.620993 41.884987),37,000000000000000000000000000000000000000000000000
89,01559a1a008d8fe1041fff93b92b28b315e2ee2c,eab5b3c1b36c34fd68a587df811846acd2d67eb019196b7e44dffc36342a6186d30fd1887435816a585e4faaa8fedf944ba8f63e6112afefea098211fdb5f39a,5/4/14 22:30,5/4/14 22:30,180,0.6,17031081700,17031320100,8,32,$4.65 ,$0.00 ,$0.00 ,$0.00 ,$4.65 ,Cash,Chicago Medallion Management,41.89204214,-87.63186395,POINT (-87.631864 41.892042),41.88498719,-87.62099291,POINT (-87.620993 41.884987),37,00000000000000000000
90,e77651a57d28035f564fd7d86006f25635e57000,51b909f0a3e84a5d9ec9eccd0928921f0fa9e4c7ba888adff8a1fc9904e8d2d6bae7d8d06515d3a268709a77c161ce78d74a200e70e7b8d3cfbbb3e6d6a5014c,8/8/15 22:15,8/8/15 22:15,540,1.8,17031081403,17031280100,8,28,$7.85 ,$0.00 ,$0.00 ,$1.00 ,$8.85 ,Cash,,41.89092203,-87.61886836,POINT (-87.618868 41.890922),41.88530002,-87.64280847,POINT (-87.642808 41.8853),37,00000000000000000000000000000000000000000000000000
91,f64b6bbfdb5143b68aff7d2922e727c26aacb140,54da4e28c09d723164b27064b3a681139550240b96513af525e931d10e9a921595f5536ef337cd170210d2488275dddac567a5c4aeb53a39a03838a45d32e87c,5/12/14 12:45,5/12/14 13:30,1980,18.4,17031980000,17031081401,76,8,$38.45 ,$0.00 ,$0.00 ,$2.00 ,$40.45 ,Cash,,41.97907082,-87.90303966,POINT (-87.90304 41.979071),41.89503345,-87.61971067,POINT (-87.619711 41.895033),75,0000000000000000000000000000000000000000000
92,ba16c005d8822a78aafd688124ee82500594175e,3bf619a31427ce17be154fe76dfd85361b668d17d63c335b733eacf360d2bc46fb10ab4e2258edc721999ea0aae6923db7ae2475945fd34d702e7a1732c173e4,8/14/14 11:15,8/14/14 11:30,720,6.6,,,58,28,$15.05 ,$0.00 ,$0.00 ,$0.00 ,$15.05 ,Cash,Taxi Affiliation Services,41.81736621,-87.6988608,POINT (-87.698861 41.817366),41.87400538,-87.66351755,POINT (-87.663518 41.874005),55,00000000000000000000000000000000000000000
93,2f72883fbee824bb6fde6dade00c081e4a5bea5f,f451123ff58e8ef1ca5e64de85da57d7cf463c5ee73e6ad1301d57c9ce7a1dc958cd2c34bc424919ca74e3fc9b6ab261bc7923a725a5c3da00f9b3138e5e0c1d,11/10/13 1:30,11/10/13 1:45,960,3.7,,,77,6,$11.65 ,$0.00 ,$0.00 ,$0.00 ,$11.65 ,Cash,KOAM Taxi Association,41.9867118,-87.66341641,POINT (-87.663416 41.986712),41.9442266,-87.65599818,POINT (-87.655998 41.944227),76,00000000000000000000000000000000000000000000000
94,e1b2ec4a77d84dbec4a7bacef5c820118d7483b0,41dbd0e26b2df79215bb14ef1c54f4162aea5ca0d81ab630cca7035aba35e8b47e346cf3f0bfa6a6c1335d0e8aac89ec9e9ce5775748687a7d7bdec2e05c7c26,11/7/14 21:45,11/7/14 21:45,780,3,,17031242000,,24,$10.05 ,$0.00 ,$0.00 ,$3.00 ,$13.05 ,Cash,Dispatch Taxi Affiliation,,,,41.89973739,-87.66495392,POINT (-87.664954 41.899737),,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000
95,469e1f2e32495bc5af51757b8788498fdbbca07a,fca5a4c5310ab86ab5be5e35261988e5190110ccfd5e50c9df74d084c55bea9f398c72c8ae785b2dde4d0c05b0cfd01041ef6e6d7e5df3afdc70f59cd7357a8c,7/17/13 21:30,7/17/13 21:45,960,0,,,8,16,$18.65 ,$0.00 ,$0.00 ,$0.00 ,$18.65 ,Cash,Blue Ribbon Taxi Association Inc.,41.89960211,-87.63330804,POINT (-87.633308 41.899602),41.95358213,-87.72345239,POINT (-87.723452 41.953582),37,00000000000000000000000000000000000
96,5a3a30e49ed87e197a37ae14023bcd4e4242e640,335ea359197cf11f926a0186868797dec5a64b9d076aff02e55906a2c0908069c646769223345b6bcc5d8fd3d62a7728848e3869d48aba5de3b1998c9e2200a4,2/2/15 14:30,2/2/15 14:30,540,1.9,17031080300,17031081500,8,8,$7.65 ,$0.00 ,$0.00 ,$0.00 ,$7.65 ,Cash,,41.90749193,-87.63576009,POINT (-87.63576 41.907492),41.89250778,-87.62621491,POINT (-87.626215 41.892508),37,00000000000000000000000000000000000000000000000000
97,0a5de86fbc5941755c609c52d0fd66e2a9426b27,6e8cc952dbe40d51249748b596e855c402119c0af01d6fba11fdd0d5bf769ad3ca2aaa891c3ffadb6ae93cfd33044118bbe86a386f939ccfbca34871567bee85,7/18/15 18:00,7/18/15 18:00,240,0,17031839100,17031081600,32,8,$5.05 ,$0.00 ,$0.00 ,$1.00 ,$6.05 ,Cash,Blue Ribbon Taxi Association Inc.,41.88099447,-87.63274649,POINT (-87.632746 41.880994),41.89207264,-87.62887416,POINT (-87.628874 41.892073),38,000000000000000
98,15ececa518cd3323b0c7709e953f72abbf6db85f,1d16af0a709e55f205152e890a0968800553ecaf1e643bf008888804f1ef9aeb1efda833a5c50ffdd08acf328892e7896c68f2a89df09f5868fa081097d1381d,7/11/15 2:45,7/11/15 2:45,300,0,17031081800,17031081700,8,8,$5.25 ,$2.00 ,$0.00 ,$1.50 ,$8.75 ,Credit Card,Taxi Affiliation Services,41.89321636,-87.63784421,POINT (-87.637844 41.893216),41.89204214,-87.63186395,POINT (-87.631864 41.892042),37,0000000000000000000
99,1f14ac263fa057d42c08acde31c7f2b93eca5e4d,e63a07df4e12f9a8b3f91bfcdfabebf4b012cf01b3a7ab89d1176e78e49a93463437254bed0da4a0b49638b53e75299387297f5c10b29c140dde074041223969,1/13/15 18:30,1/13/15 18:30,180,0.6,,,,,$5.05 ,$2.00 ,$0.00 ,$0.00 ,$7.05 ,Credit Card,,,,,,,,,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
100,fa121103d18820139e6fd8eb5580d4ccfc0517c1,29f6d119e21d61401aa5156346aca14fad3d0fea0dc1c8f7376425006d95e7b7c554f5af51ab8d1d80daccd7fa7290e9b68e500f4fd9e33f1718a9dd2d09dbcf,4/18/15 17:45,4/18/15 18:00,660,1.5,17031243500,17031081500,24,8,$8.25 ,$0.00 ,$0.00 ,$0.00 ,$8.25 ,Cash,Taxi Affiliation Services,41.89265811,-87.65253448,POINT (-87.652534 41.892658),41.89250778,-87.62621491,POINT (-87.626215 41.892508),25,00000000000000000000
101,981fc01a27b7e85dcd5496cd725bed5f66f9fd87,b329626db30d23db0e6620de7d1a3036dd3c2ca3e139fd4fda43a3c10b91d800bdb1b79af04a9b1232d02cbea0283068ab495f324ba54b8c05105b68f6e2825e,7/6/13 11:15,7/6/13 11:15,540,0,,,22,23,$8.45 ,$0.00 ,$0.00 ,$0.00 ,$8.45 ,Cash,Dispatch Taxi Affiliation,41.92276062,-87.69915534,POINT (-87.699155 41.922761),41.9000696,-87.72091824,POINT (-87.720918 41.90007),23,00000000000000000000000000000000000000000000000
